s.no.,name,Company-Name,Location,Year,Kilometers_Driven,Fuel_type,Transmission,Owner_type,Mileage,Engine,power,seats,New_price,Price,Depreciation_percent
193,"Maruti Ertiga ZDI",Maruti,Mumbai,2016,33000,Diesel,Manual,First,25.47,1248,88.5,7,12.74,8.5,33.28100470957614
194,"Honda City 1.5 GXI",Honda,Ahmedabad,2007,60006,Petrol,Manual,First,0,,NULL,,,2.95,NULL
195,"Honda Amaze S i-Dtech",Honda,Kolkata,2014,52000,Diesel,Manual,First,25.8,1498,98.6,5,,3.5,NULL
196,"Hyundai i10 Magna",Hyundai,Jaipur,2015,43571,Petrol,Manual,First,20.36,1197,78.9,5,,3.55,NULL
197,"Honda Amaze S i-Dtech",Honda,Kolkata,2013,50000,Diesel,Manual,First,25.8,1498,98.6,5,,3.25,NULL
198,"Skoda Laura Ambiente",Skoda,Hyderabad,2008,113000,Diesel,Manual,First,17.5,1896,106,5,,4.5,NULL
199,"Renault Duster 85PS Diesel RxL",Renault,Delhi,2014,90000,Diesel,Manual,First,19.87,1461,83.8,5,,5.35,NULL
200,"Mahindra NuvoSport N6",Mahindra,Chennai,2017,29000,Diesel,Manual,Second,17.45,1493,100,7,10.52,6.5,38.21292775665399
201,"Maruti Vitara Brezza ZDi Plus Dual Tone",Maruti,Mumbai,2016,20000,Diesel,Manual,First,24.3,1248,88.5,5,11.98,9,24.874791318864776
202,"Hyundai i20 Asta Option 1.2",Hyundai,Kochi,2016,61012,Petrol,Manual,First,18.6,1197,81.83,5,,6,NULL
203,"Skoda Fabia 1.4 MPI Ambiente",Skoda,Jaipur,2009,87459,Petrol,Manual,First,14.7,1390,85,5,,2.75,NULL
204,"Tata Indigo eCS GLX",Tata,Pune,2010,70500,Petrol,Manual,First,15.64,1193,64.1,5,,1.5,NULL
205,"Audi Q3 2012-2015 35 TDI Quattro Premium Plus",Audi,Delhi,2015,64103,Diesel,Automatic,First,15.73,1968,174.33,5,,19.9,NULL
206,"Skoda Octavia Elegance 1.8 TSI AT",Skoda,Mumbai,2014,76000,Petrol,Automatic,First,14.7,1798,177.5,5,,10,NULL
207,"Toyota Etios Liva GD SP",Toyota,Delhi,2014,104000,Diesel,Manual,First,23.59,1364,67.06,5,,3,NULL
208,"Maruti Swift 1.3 VXi",Maruti,Kolkata,2010,42001,Petrol,Manual,First,16.1,,NULL,,,2.11,NULL
209,"Mercedes-Benz B Class B180",Mercedes-Benz,Kochi,2014,37245,Petrol,Automatic,First,14.8,1595,120.7,5,,11.96,NULL
210,"Honda Amaze S Diesel",Honda,Kolkata,2013,45000,Diesel,Manual,First,27.4,1498,98.6,5,8.54,3.25,61.94379391100702
211,"Hyundai Verna 1.6 SX",Hyundai,Jaipur,2012,117837,Diesel,Manual,Second,22.32,1582,126.32,5,,4.75,NULL
212,"Renault Duster 85PS Diesel RxL Optional",Renault,Mumbai,2014,30000,Diesel,Manual,First,20.46,1461,83.8,5,,5.95,NULL
213,"Hyundai Creta 1.6 VTVT S",Hyundai,Delhi,2015,27057,Petrol,Manual,Second,15.29,1591,121.3,5,,8.15,NULL
214,"Maruti Wagon R AMT VXI",Maruti,Mumbai,2016,8500,Petrol,Automatic,First,20.51,998,67,5,,4.22,NULL
215,"Mercedes-Benz New C-Class C250 Avantgarde",Mercedes-Benz,Kolkata,2010,30500,Petrol,Automatic,First,11.74,1796,186,5,,10.5,NULL
216,"Audi A8 L 3.0 TDI quattro",Audi,Delhi,2012,56000,Diesel,Automatic,First,11.8,2967,246.7,5,,45,NULL
217,"Hyundai i10 Magna 1.1",Hyundai,Pune,2012,44000,Petrol,Manual,Second,19.81,1086,68.05,5,,2.9,NULL
218,"Skoda Rapid 1.6 MPI AT Style Black Package",Skoda,Mumbai,2017,10500,Petrol,Automatic,First,14.3,1598,103.52,5,,8.9,NULL
219,"Skoda Superb Style 1.8 TSI AT",Skoda,Hyderabad,2017,26000,Petrol,Automatic,First,14.67,1798,177.46,5,33.58,26,22.572960095294814
220,"Hyundai i20 Active 1.2 SX",Hyundai,Coimbatore,2018,25166,Petrol,Manual,First,17.19,1197,81.86,5,,8.22,NULL
221,"Honda Amaze VX i-DTEC",Honda,Kolkata,2014,64000,Diesel,Manual,Second,25.8,1498,98.6,5,,3.5,NULL
222,"Maruti Wagon R LXI",Maruti,Chennai,2004,61000,Petrol,Manual,Second,18.9,998,67.1,5,,1.25,NULL
223,"Mahindra Verito 1.5 D4 BSIV",Mahindra,Hyderabad,2013,107000,Diesel,Manual,First,21.03,1461,65,5,9.12,3.7,59.4298245614035
224,"Mercedes-Benz New C-Class C 220d Avantgarde Edition C",Mercedes-Benz,Coimbatore,2018,29161,Diesel,Automatic,First,19.27,2143,167.62,5,,39.41,NULL
225,"Maruti Wagon R VXI",Maruti,Kolkata,2013,32000,Petrol,Manual,First,22.5,998,67.04,5,5.29,2.65,49.90548204158791
226,"Nissan Terrano XV Premium 110 PS Anniversary Edition",Nissan,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461,108.5,5,,8.92,NULL
227,"Maruti Swift VDI BSIV",Maruti,Delhi,2013,47000,Diesel,Manual,First,17.8,1248,NULL,5,,4.1,NULL
228,"Mini Cooper Convertible S",Mini,Kochi,2017,26327,Petrol,Automatic,First,16.82,1998,189.08,4,44.28,35.67,19.444444444444443
229,"Ford Figo Diesel",Ford,Bangalore,2015,70436,Diesel,Manual,First,0,1498,99,,,3.6,NULL
230,"Tata Indica V2 DLS BSII",Tata,Jaipur,2007,200000,Diesel,Manual,Second,17.2,1396,53.5,5,,0.85,NULL
231,"Chevrolet Beat LT",Chevrolet,Kochi,2016,60813,Petrol,Manual,Second,18.6,1199,76.8,5,,3.32,NULL
232,"Volkswagen Polo Diesel Comfortline 1.2L",Volkswagen,Mumbai,2012,45000,Diesel,Manual,First,22.07,1199,73.9,5,,3.6,NULL
233,"Maruti Swift ZDi",Maruti,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248,74,5,,6.8,NULL
234,"Ford Figo Diesel EXI",Ford,Kolkata,2012,41284,Diesel,Manual,First,20,1399,68.05,5,,2.5,NULL
235,"Toyota Innova Crysta 2.8 GX AT",Toyota,Kochi,2019,14165,Diesel,Automatic,First,11.36,2755,171.5,7,20.74,19.64,5.303760848601726
236,"Hyundai Santa Fe 4x4 AT",Hyundai,Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199,194.3,7,,7,NULL
237,"Honda City i-VTEC V",Honda,Kolkata,2011,32572,Petrol,Manual,First,17.4,1497,117.3,5,11.74,3.87,67.03577512776832
238,"Hyundai i20 1.2 Magna Executive",Hyundai,Kochi,2018,14960,Petrol,Manual,First,18.6,1197,81.83,5,,6.27,NULL
239,"Mercedes-Benz New C-Class C 220d Avantgarde Edition C",Mercedes-Benz,Kochi,2015,55980,Diesel,Automatic,First,19.27,2143,167.62,5,,18.12,NULL
240,"Chevrolet Beat Diesel LT",Chevrolet,Mumbai,2013,74000,Diesel,Manual,First,25.44,936,57.6,5,,2.65,NULL
241,"Hyundai i20 Sportz 1.4 CRDi",Hyundai,Kochi,2015,56847,Diesel,Manual,First,22.54,1396,88.73,5,,7.2,NULL
242,"Toyota Innova 2.5 Z Diesel 7 Seater",Toyota,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494,100.6,7,,14.3,NULL
243,"Maruti Ertiga VDI",Maruti,Chennai,2013,52000,Diesel,Manual,First,20.77,1248,88.76,7,,6.9,NULL
244,"Toyota Innova 2.5 V Diesel 7-seater",Toyota,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494,102,7,,10.75,NULL
245,"Hyundai Santro Xing XO eRLX Euro II",Hyundai,Mumbai,2007,72000,Petrol,Manual,Third,17,1086,NULL,5,,0.95,NULL
246,"Honda City i VTEC V",Honda,Kochi,2016,33915,Petrol,Manual,First,17.8,1497,117.3,5,,8.09,NULL
247,"BMW X1 sDrive20d",BMW,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995,184,5,,18.5,NULL
248,"Hyundai Grand i10 CRDi Era",Hyundai,Mumbai,2017,33000,Diesel,Manual,First,24,1120,70,5,,4.75,NULL
249,"Maruti Ciaz 1.3 Alpha",Maruti,Chennai,2016,34000,Diesel,Manual,First,28.09,1248,88.5,5,,8.45,NULL
250,"Skoda Rapid Leisure 1.6 TDI MT",Skoda,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598,103.6,5,,3.5,NULL
251,"Hyundai Accent CRDi",Hyundai,Kochi,2006,160538,Diesel,Manual,First,13.1,1493,82,5,,1.8,NULL
252,"Volkswagen Polo GT 1.5 TDI",Volkswagen,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498,103.6,5,,3.7,NULL
253,"Honda Jazz 1.2 VX i VTEC",Honda,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199,88.7,5,,7.17,NULL
254,"Hyundai i10 Era",Hyundai,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086,68.05,5,,1.75,NULL
255,"Hyundai Tucson 2.0 e-VGT 2WD AT GLS",Hyundai,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995,183,5,,21.99,NULL
256,"Toyota Innova Crysta 2.4 ZX MT",Toyota,Pune,2017,43000,Diesel,Manual,First,13.68,2393,147.8,7,25.52,18.65,26.920062695924766
257,"Maruti Omni MPI CARGO BSIII W/ IMMOBILISER",Maruti,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796,35,5,,1.85,NULL
258,"Maruti Swift VXI BSIV",Maruti,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197,81.8,5,,5.95,NULL
259,"Hyundai Grand i10 Magna",Hyundai,Mumbai,2014,16514,Petrol,Manual,First,18.9,1197,82,5,,3.75,NULL
260,"Maruti Swift VDI",Maruti,Pune,2012,120000,Diesel,Manual,First,22.9,1248,74,5,,3.75,NULL
261,"Hyundai Verna CRDi 1.6 SX",Hyundai,Hyderabad,2008,143275,Diesel,Manual,First,22,1582,126.2,5,14.07,2.6,81.52096659559346
262,"Hyundai Santro Xing XL",Hyundai,Hyderabad,2006,99000,Petrol,Manual,First,0,1086,NULL,5,,1.75,NULL
263,"Hyundai i20 1.2 Sportz",Hyundai,Mumbai,2010,52000,Petrol,Manual,First,17,1197,80,5,,2.8,NULL
264,"Mercedes-Benz GLE 350d",Mercedes-Benz,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987,254.79,5,95.13,61.29,35.572374645222325
265,"Mercedes-Benz New C-Class C 220 CDI CLASSIC",Mercedes-Benz,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148,170,5,,18,NULL
266,"Maruti Ritz ZDi",Maruti,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248,73.94,5,,4.35,NULL
267,"Hyundai Creta 1.6 CRDi SX",Hyundai,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582,126.2,5,,13.75,NULL
268,"Maruti A-Star Vxi",Maruti,Pune,2010,67000,Petrol,Manual,First,19,998,66.1,5,,2,NULL
269,"Renault Duster 110PS Diesel RXZ Option",Renault,Delhi,2016,26000,Diesel,Manual,First,19.64,1461,108.45,5,,10,NULL
270,"Fiat Grande Punto 1.3 Emotion Pack (Diesel)",Fiat,Delhi,2010,120000,Diesel,Manual,First,17.8,1248,76,5,,1.65,NULL
271,"BMW X3 xDrive30d M Sport",BMW,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993,258,5,,45.77,NULL
272,"Hyundai i10 Sportz",Hyundai,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197,78.9,5,,3.25,NULL
273,"Toyota Innova 2.5 G4 Diesel 7-seater",Toyota,Pune,2016,47000,Diesel,Manual,First,12.8,2494,102,7,,12.8,NULL
274,"Maruti Zen VXI BSII",Maruti,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993,60,5,,0.55,NULL
275,"Maruti Swift VDI",Maruti,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248,74,5,,7.15,NULL
276,"Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV",Mahindra,Pune,2013,105000,Diesel,Manual,Second,12.05,2179,120,8,,7,NULL
277,"Tata Zest Quadrajet 1.3 75PS XE",Tata,Pune,2017,121900,Diesel,Manual,First,22.95,1248,74,5,8.34,3.75,55.03597122302158
278,"Ford EcoSport 1.0 Ecoboost Titanium Plus",Ford,Mumbai,2017,22695,Petrol,Manual,First,18.88,999,123.24,5,,8.5,NULL
279,"Maruti Swift Dzire ZDI",Maruti,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248,74,5,,4.35,NULL
280,"Maruti Alto 800 LXI",Maruti,Kochi,2016,32227,Petrol,Manual,First,22.74,796,47.3,5,,3.26,NULL
281,"Honda City 1.5 S MT",Honda,Jaipur,2011,55000,Petrol,Manual,First,17,1497,118,5,,4.21,NULL
282,"Audi Q7 3.0 TDI Quattro Technology",Audi,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967,241.4,7,,70.36,NULL
283,"Skoda Laura 1.9 TDI AT Ambiente",Skoda,Mumbai,2009,48000,Diesel,Automatic,Second,17,1896,105,5,,2.95,NULL
284,"Hyundai Verna 1.6 SX VTVT (O)",Hyundai,Kochi,2012,54308,Petrol,Manual,First,17.1,1591,121.3,5,,4.28,NULL
285,"Honda City 1.5 V AT",Honda,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497,118,5,,3.57,NULL
286,"Hyundai i20 Magna Optional 1.4 CRDi",Hyundai,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396,88.8,5,,3.11,NULL
287,"Hyundai i20 Sportz AT 1.4",Hyundai,Coimbatore,2014,45051,Petrol,Automatic,First,15,1396,98.6,5,,5.96,NULL
288,"Volkswagen Vento Diesel Highline",Volkswagen,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598,103.6,5,,4.7,NULL
289,"Honda City i VTEC VX",Honda,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497,117.3,5,,6.9,NULL
290,"Tata Zest Quadrajet 1.3 75PS XE",Tata,Pune,2018,45000,Diesel,Manual,First,22.95,1248,74,5,8.34,5.25,37.05035971223021
291,"BMW 5 Series 2003-2012 520d",BMW,Pune,2015,64000,Diesel,Automatic,First,18.48,1995,177,5,,28,NULL
292,"Maruti Wagon R LXI Minor",Maruti,Delhi,2009,60000,Petrol,Manual,First,18.9,1061,67,5,,1.35,NULL
293,"Honda Jazz VX",Honda,Delhi,2015,62178,Petrol,Manual,First,18.2,1199,88.7,5,8.85,4.85,45.19774011299435
294,"Volkswagen Jetta 2007-2011 2.0 TDI Comfortline",Volkswagen,Coimbatore,2012,58006,Diesel,Manual,First,15,1896,105,5,,6.7,NULL
295,"Hyundai i10 Magna 1.2",Hyundai,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197,78.9,5,,3.1,NULL
296,"Mercedes-Benz New C-Class C 220 CDI Avantgarde",Mercedes-Benz,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143,170,5,,18.64,NULL
297,"Hyundai i10 Magna 1.2 iTech SE",Hyundai,Pune,2012,45275,Petrol,Manual,First,20.36,1197,78.9,5,,2.8,NULL
298,"Toyota Innova Crysta 2.4 ZX MT",Toyota,Chennai,2016,48000,Diesel,Manual,First,13.68,2393,147.8,7,25.4,20.25,20.275590551181097
299,"Audi A6 2011-2015 2.0 TDI Technology",Audi,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968,174.33,5,,26.78,NULL
300,"Toyota Innova 2.5 VX (Diesel) 7 Seater",Toyota,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494,100.6,7,,8.26,NULL
301,"Volkswagen Polo Petrol Trendline 1.2L",Volkswagen,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198,73.9,5,,3.89,NULL
302,"Maruti Alto K10 LXI",Maruti,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998,67.1,5,,2.1,NULL
303,"Honda City i-VTEC CVT ZX",Honda,Mumbai,2017,15000,Petrol,Automatic,First,18,1497,117.3,5,16.67,12.69,23.87522495500901
304,"Tata Indigo LX",Tata,Coimbatore,2013,59138,Diesel,Manual,First,17,1405,70,5,,2.58,NULL
305,"Audi A6 2011-2015 2.0 TDI Premium Plus",Audi,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968,174.33,5,,20.77,NULL
306,"Mercedes-Benz GLA Class 200 CDI SPORT",Mercedes-Benz,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143,136,5,,20.26,NULL
307,"Hyundai Santro Xing XL",Hyundai,Chennai,2006,58000,Petrol,Manual,Second,0,1086,NULL,5,,1.5,NULL
308,"Maruti Swift VDI BSIV",Maruti,Kolkata,2011,60020,Diesel,Manual,First,17.8,1248,NULL,5,,2.5,NULL
309,"Maruti Celerio VXI AT",Maruti,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998,67.04,5,,4.25,NULL
310,"Mercedes-Benz GLE 250d",Mercedes-Benz,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143,201.15,5,79.43,57,28.2387007427924
311,"Land Rover Range Rover HSE Dynamic",Land,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179,187.7,5,,44,NULL
312,"Volkswagen Vento Diesel Trendline",Volkswagen,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598,103.6,5,,3.65,NULL
313,"Maruti Omni 8 Seater BSIV",Maruti,Hyderabad,2012,71791,Petrol,Manual,First,14,796,35,5,,2.05,NULL
314,"Honda Brio 1.2 VX MT",Honda,Kochi,2012,91931,Petrol,Manual,First,18.5,1198,86.8,5,6.62,3.13,52.7190332326284
315,"Tata Sumo Delux",Tata,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956,83.1,7,,1.5,NULL
316,"Tata Indica Vista Aura 1.3 Quadrajet",Tata,Pune,2012,91183,Diesel,Manual,First,18,1248,75,5,,2.85,NULL
317,"Maruti Wagon R LXI BS IV",Maruti,Delhi,2012,65000,Petrol,Manual,First,18.9,998,67.1,5,,2.65,NULL
318,"Mahindra XUV500 W8 4WD",Mahindra,Hyderabad,2015,88428,Diesel,Manual,First,16,2179,140,7,,10.6,NULL
319,"Tata Indigo LS Dicor",Tata,Pune,2008,138000,Diesel,Manual,Second,17.1,1396,70,5,,1.25,NULL
320,"Maruti Ertiga Paseo VXI",Maruti,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373,93.7,7,,8.25,NULL
321,"Honda Accord 2.4 A/T",Honda,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354,177.6,5,,4.45,NULL
322,"Maruti Swift Dzire VDi",Maruti,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248,73.9,5,,3.7,NULL
323,"Ford Fiesta EXi 1.4 TDCi Ltd",Ford,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399,68,5,,2.8,NULL
324,"Honda City ZX GXi",Honda,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,78,5,,1.8,NULL
325,"Audi A6 2011-2015 2.0 TDI Premium Plus",Audi,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968,174.33,5,,21.95,NULL
326,"BMW 6 Series 640d Gran Coupe",BMW,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993,313,4,,49,NULL
327,"Audi Q7 45 TDI Quattro Technology",Audi,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967,245,7,104,62.67,39.74038461538461
328,"Maruti Zen Estilo LXI Green (CNG)",Maruti,Pune,2008,42496,CNG,Manual,First,26.3,998,67.1,5,,1.4,NULL
329,"Hyundai i20 1.4 CRDi Asta",Hyundai,Pune,2012,83000,Diesel,Manual,First,23,1396,90,5,,5.5,NULL
330,"Hyundai i10 Sportz AT",Hyundai,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197,78.9,5,,2.95,NULL
331,"Honda Jazz 1.2 V CVT i VTEC",Honda,Kochi,2016,28503,Petrol,Automatic,First,19,1199,88.7,5,,6.86,NULL
332,"Maruti Swift VDI BSIV",Maruti,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248,74,5,,6.15,NULL
333,"Hyundai i20 Asta 1.2",Hyundai,Pune,2011,79152,Petrol,Manual,Second,18.5,1197,82.85,5,,3.3,NULL
334,"Volkswagen Polo Petrol Comfortline 1.2L",Volkswagen,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198,73.9,5,,2.55,NULL
335,"Maruti Alto LXi",Maruti,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796,46.3,5,,1.5,NULL
336,"Toyota Corolla H4",Toyota,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794,125,5,,2.5,NULL
337,"Maruti Alto LXi",Maruti,Chennai,2006,56000,Petrol,Manual,Second,19.7,796,46.3,5,,1.4,NULL
338,"Tata Manza ELAN Quadrajet BS IV",Tata,Pune,2012,73000,Diesel,Manual,First,21.12,1248,88.8,5,,3.4,NULL
339,"Maruti Alto LXi",Maruti,Pune,2012,38000,Petrol,Manual,First,19.7,796,46.3,5,,2.25,NULL
340,"Skoda Octavia Ambition Plus 2.0 TDI AT",Skoda,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968,141,5,,7.5,NULL
341,"Toyota Corolla H4",Toyota,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794,125,5,,2.8,NULL
342,"Hyundai i20 Asta Option 1.2",Hyundai,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197,81.83,5,,7.66,NULL
343,"Maruti Vitara Brezza LDi",Maruti,Chennai,2016,45000,Diesel,Manual,First,24.3,1248,88.5,5,9.12,7.15,21.600877192982445
344,"Honda City 1.5 V MT",Honda,Delhi,2010,87430,Petrol,Manual,First,17,1497,118,5,,3.5,NULL
345,"Tata Indica Vista Aqua 1.3 Quadrajet",Tata,Hyderabad,2014,133944,Diesel,Manual,Second,18,1248,75,5,,3.5,NULL
346,"Honda Amaze S i-Dtech",Honda,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498,98.6,5,,3.45,NULL
347,"Hyundai EON D Lite Plus",Hyundai,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814,55.2,5,,3.55,NULL
348,"BMW 3 Series Luxury Line",BMW,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995,190,5,58.67,25.99,55.701380603374815
349,"Hyundai Verna 1.6 SX",Hyundai,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582,126.32,5,,5.25,NULL
350,"Tata Manza Club Class Quadrajet90 LS",Tata,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248,88.8,5,,2.9,NULL
351,"Skoda Octavia RS",Skoda,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984,227,5,28.37,2.05,92.77405710257314
352,"Maruti Alto K10 VXI",Maruti,Pune,2017,30000,Petrol,Manual,First,24.07,998,67.1,5,4.48,3.75,16.294642857142865
353,"Ford Ecosport 1.5 DV5 MT Titanium Optional",Ford,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498,89.84,5,,6.75,NULL
354,"Chevrolet Spark 1.0 LS",Chevrolet,Kolkata,2011,21000,Petrol,Manual,Second,18,995,62,5,,0.95,NULL
355,"Jaguar XF 2.0 Diesel Portfolio",Jaguar,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999,177,5,72.64,52,28.41409691629956
356,"Honda CR-V RVi MT",Honda,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997,141.1,5,,3.91,NULL
357,"Skoda Superb L&K 1.8 TSI AT",Skoda,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798,177.46,5,36.15,27.3,24.48132780082987
358,"Hyundai i10 Magna 1.2",Hyundai,Chennai,2009,620000,Petrol,Manual,First,20.36,1197,78.9,5,,2.7,NULL
359,"Maruti Swift LDI",Maruti,Delhi,2013,70000,Diesel,Manual,First,22.9,1248,74,5,,3.5,NULL
360,"Maruti Swift Dzire VXi AT",Maruti,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197,83.14,5,,6.2,NULL
361,"Nissan Micra Diesel XV",Nissan,Chennai,2011,83000,Diesel,Manual,First,23.08,1461,63.1,5,,2.75,NULL
362,"Maruti Swift Dzire Tour LDI",Maruti,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248,74,5,,3.25,NULL
363,"Ford Fiesta Classic 1.4 Duratorq CLXI",Ford,Pune,2012,63400,Diesel,Manual,First,17.8,1399,67,5,,3.25,NULL
364,"Maruti Zen LX",Maruti,Kolkata,2003,65000,Petrol,Manual,First,17.3,993,60,5,,0.65,NULL
365,"Mini Clubman Cooper S",Mini,Pune,2017,8350,Petrol,Manual,First,13.8,1998,192,5,44.59,35,21.507064364207228
366,"Toyota Etios GD",Toyota,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364,67.05,5,,3.25,NULL
367,"Maruti Alto 800 2016-2019 LXI",Maruti,Kolkata,2018,26200,Petrol,Manual,First,24.7,796,47.3,5,,2.9,NULL
368,"Maruti Alto VXi",Maruti,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796,47,5,,2.9,NULL
369,"BMW X5 3.0d",BMW,Bangalore,2009,90000,Diesel,Automatic,Second,11,2993,235,5,,17.75,NULL
370,"Nissan Teana XV",Nissan,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496,179.5,5,,8.25,NULL
371,"Hyundai Grand i10 AT Asta",Hyundai,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197,82,5,,5.77,NULL
372,"Maruti Vitara Brezza ZDi Plus",Maruti,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248,88.5,5,12,9.49,20.916666666666664
373,"Audi Q7 3.0 TDI Quattro Premium Plus",Audi,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967,241.4,7,,12.95,NULL
374,"Mercedes-Benz GLA Class 200 CDI",Mercedes-Benz,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143,136,5,,20,NULL
375,"Maruti 800 AC",Maruti,Chennai,2007,72000,Petrol,Manual,Third,16.1,796,37,4,,1,NULL
376,"Renault Duster 85PS Diesel RxL",Renault,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461,83.8,5,,7.1,NULL
377,"Toyota Corolla Altis D-4D GL",Toyota,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364,87.2,5,,16.5,NULL
378,"Mercedes-Benz New C-Class 220",Mercedes-Benz,Chennai,2014,25000,Diesel,Manual,First,15.8,2148,170,5,,26,NULL
379,"Maruti Ritz VDi",Maruti,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248,73.9,5,,3.2,NULL
380,"Honda BRV i-VTEC V CVT",Honda,Kochi,2017,35676,Petrol,Automatic,First,16,1497,117.3,7,14.65,9.48,35.2901023890785
381,"Hyundai Xcent 1.1 CRDi Base",Hyundai,Kochi,2015,74310,Diesel,Manual,First,24.4,1120,71,5,,4,NULL
382,"Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde",Mercedes-Benz,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143,203,5,,26.5,NULL
383,"Mercedes-Benz B Class B180",Mercedes-Benz,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595,120.7,5,,11.77,NULL
384,"Mercedes-Benz E-Class 2015-2017 E250 Edition E",Mercedes-Benz,Bangalore,2017,33900,Diesel,Automatic,First,15,2143,204,5,,37,NULL
385,"Honda City i VTEC VX Option",Honda,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497,117.3,5,,8.75,NULL
386,"Hyundai Santro Xing XL eRLX Euro III",Hyundai,Hyderabad,2007,50958,Petrol,Manual,First,17,1086,NULL,5,,1.95,NULL
387,"Honda City 1.5 S MT",Honda,Chennai,2011,93982,Petrol,Manual,First,17,1497,118,5,,3.75,NULL
